Abruzzo,1305770
Basilicata,556934
Calabria,1924701
Campania,5785861
Emilia-Romagna,4467118
Friuli Venezia Giulia,1211357
Lazio,5865544
Liguria,1543127
Lombardia,10103969
Marche,1518400
Molise,302265
Piemonte,4341375
Puglia,4008296
Sardegna,1630474
Sicilia,4968410
Toscana,3722729
Umbria,880285
Valle d'Aosta,125666
Veneto,4907704
Trentino-Alto Adige,1074819
